"teamNum","matchNum","alliance","driveStation","startLocation","preload","mobility","autoPickups","autoFailedPickups","autoCones","autoCubes","autoBalance","communityPickups","neutralPickups","singlePickups","doublePickups","supercharged","teleopCones","teleopCubes","shuttle","teleopBalance","buddyClimb","driver","scoutName","comments","scoredT","scoredA","scoredCones","scoredCubes","totalPickups","scoredLowT","scoredMidT","scoredHighT","scoredLowA","scoredMidA","scoredHighA","scoredTCones","scoredTCubes","scoredACones","scoredACubes","pointsT","pointsA","pointsE","ct","pointsTotal"
1218,27,"b","b3",3,"cone",TRUE,"4","4","9","NA","na",1,1,0,4,0,"1,13,12","8,17",0,"engage",FALSE,3,"novinski","intake messes up, driver waits too long too turn when coming back from chare station, drops pieces while trying to place them sometimes
",5,1,4,2,6,0,3,2,0,0,1,3,2,1,0,19,9,10,27,38
4122,28,"b","b2",3,"cube",TRUE,"NA","NA","NA","8","na",0,0,0,4,0,"9,7,6","5",0,"engage",FALSE,1,"cobleigh","had problems intaking, dropped a couple. ran into teamates and was slow
",4,1,3,2,5,0,0,4,0,0,1,3,1,0,1,20,9,10,33.75,39
2230,28,"r","r3",1,"cube",TRUE,"4","4","7","8","na",0,0,0,4,0,"4,10,12,13,23","NA",0,"engage",FALSE,5,"santiago","really efficient driver. smart choices to avoid the other team's defense. can fill all rows with the arm
",5,2,6,1,7,1,3,1,0,0,2,5,0,1,1,16,15,10,27,41
469,28,"r","r2",2,"cone",TRUE,"3","3","6","NA","engage",0,0,0,6,0,"4,9,27,18,16,24","NA",0,"engage",FALSE,3,"kari","Pretty accurate placement. Pretty much only went for cones, enters free side to place pieces and exits wire side to go pickup from shelf.
",6,1,7,0,7,2,2,2,0,0,1,6,0,1,0,20,21,10,22.5,51
2539,28,"r","r1",3,"cone",TRUE,"1,2","1,2","1","2,20","na",0,4,4,0,0,"NA","17,5,14,11,26,19,21,25,22",0,"engage",FALSE,5,"Miele","So fast with intaking pieces off the ground from shute and cycling to score instantly. Went over charge station to score once
",9,3,1,11,12,5,3,1,1,0,2,0,9,1,2,24,18,10,15,52
1241,28,"b","b1",2,"cone",TRUE,"NA","NA","24","NA","engage",0,2,5,0,0,"4","27,26,23,22",0,"engage",FALSE,4,"Kim","Cones directly from ground substation and cubes from the ground. Hybrid nodes for cubes. High/mid for cones.
",5,1,2,4,6,4,0,1,1,0,0,1,4,1,0,13,18,10,27,41
5409,28,"b","b3",1,"cone",TRUE,"NA","NA","10","NA","na",0,0,4,0,0,"1,3,4","2",0,"engage",FALSE,4,"novinski","The bot is very fast and maneuverable, auton goes for a mid node for some reason and then missed the second piece intake
",4,1,4,1,5,0,0,4,0,1,0,3,1,1,0,20,7,10,33.75,37
7018,29,"r","r1",1,"cube",FALSE,"NA","NA","NA","8","fail",0,0,1,0,0,"NA","NA",0,"na",FALSE,1,"Miele","Fell off and got stuck on charge station duing auton but tm8 helped them get off. Cube shooter - missed two mid cubes and dropped one trying to go over charge station. No floor pickup needs shelf and is VERY slow at it. Driver had trouble with which direction to turn the robot.
",0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,6,0,0,6
5653,29,"b","b2",1,"cube",FALSE,"NA","NA","NA","21","dock",0,0,7,0,0,"NA","17",9,"engage",FALSE,4,"cobleigh","cube shooter, missed almost every shot but worked effectively as a ferry
",1,1,0,2,2,0,1,0,1,0,0,0,1,0,1,3,13,10,135,26
3620,29,"r","r1",2,"cone",TRUE,"NA","NA","NA","NA","fail",0,0,0,3,0,"1,3,9,24,7","NA",0,"engage",FALSE,3,"santiago","missed their auton. the driver had poor communication with team resulting in multiple crashes with teammates
",5,0,5,0,5,1,0,4,0,0,0,5,0,0,0,22,3,10,27,35
9244,29,"b","b1",2,"cube",FALSE,"NA","NA","NA","14","na",0,0,0,2,0,"25","NA",0,"na",FALSE,2,"Kim","Very slow placement mechanism. Stopped moving near the substations for majority of the match. Uses cones from shelf.
",1,1,1,1,2,1,0,0,0,1,0,1,0,0,1,2,4,0,135,6
5618,29,"r","r2",3,"cube",TRUE,"NA","NA","NA","2","na",0,4,0,0,0,"4,21","NA",0,"engage",FALSE,3,"kari","Cycled over charge station. Pushes pieces into community with base them picks it up with intake to place. Intake has to be very precise and driver sometimes fails to pickup piece.
",2,1,2,1,3,1,0,1,0,0,1,2,0,0,1,7,9,10,67.5,26
1745,29,"b","b3",3,"cone",FALSE,"NA","NA","18","NA","na",2,0,5,0,0,"1,10,12,3,13","11,2,22",0,"engage",FALSE,4,"novinski","driver is really good(always looking for opertunities to promote pieces driving around traffic etc.), got a 2 second double balance singlehandedly
",8,1,6,3,9,1,4,3,0,1,0,5,3,1,0,29,4,10,16.875,43
5419,30,"b","b2",1,"cone",TRUE,"4","4","10","11","na",0,1,6,0,0,"22,12,18,15,21,24,3","NA",0,"engage",FALSE,4,"cobleigh","cycled over charge station, missed a couple of shots. pretty quick scorer
",7,2,8,1,9,3,3,1,0,2,0,7,0,1,1,20,11,10,19.286,41
930,30,"r","r1",3,"cone",TRUE,"NA","NA","7","NA","na",0,0,0,7,0,"19,1,3,10,4,13","NA",0,"park",FALSE,4,"santiago","quick manuvering. can only pick up cones from the shelf substation. two fouls 
",6,1,7,0,7,1,2,3,0,0,1,6,0,1,0,23,9,0,22.5,32
1923,30,"r","r1",1,"cube",TRUE,"4,3","4,3","NA","NA","engage",1,1,7,0,0,"NA","5,2,27,26,25,23,22,24",4,"dock",FALSE,4,"Miele","Has a stick to reach over into community to ferry cubes. When not ferrying, will go over chargestation to score frequently, fast intake from ground and can score consistantly on all levels with cube shooter. 
",8,0,0,8,8,6,0,2,0,0,0,0,8,0,0,22,15,8,16.875,45
2399,30,"b","b1",2,"cone",FALSE,"NA","NA","6","NA","engage",0,0,0,4,0,"7,1,3","NA",0,"engage",FALSE,4,"Kim","Good movement across the field. Uses cones gotten from the shelf and placeson highs nodes. Misses shelf pick-up occasionally.
",3,1,4,0,4,0,0,3,0,0,1,3,0,1,0,15,18,10,45,43
3604,30,"r","r1",1,"cone",TRUE,"1,2","1,2","9","8","na",0,0,6,0,0,"1","2,25,24,17,11,26",0,"park",FALSE,2,"novinski","cube shooter, but not a great one, struggled to score mid point-blank, had trouble getting directly from schute, generally not great driving
",7,2,2,7,9,3,2,2,0,0,2,1,6,1,1,22,15,0,19.286,37
987,30,"r","r2",3,"cone",TRUE,"1","1","12","19","na",4,0,6,0,0,"7,18,16,6,15","8,17,14,11",0,"dock",FALSE,4,"kari","Picked up from chute and used cones shot into community by other person, Pretty quick cycle time.
",9,2,6,5,11,0,6,3,1,1,0,5,4,1,1,33,10,8,15,51
5988,31,"r","r3",2,"cube",FALSE,"NA","NA","NA","23","na",0,0,0,0,0,"NA","NA",0,"engage",FALSE,2,"harold","defensive bot. it is a kitbot with what appears to be an intake but is unused. not a very good defensive bot because it is easily pushed around. did climb pretty well, though. 
",0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3,10,0,13
176,30,"r","r1",3,"cone",TRUE,"1","1","NA","2","engage",0,1,0,7,0,"7,18,6,4,15","17,5,14",0,"engage",FALSE,5,"Ha","fast enough to get from charge station to community without much chance for defense. are able to go through any lane. balances very quickly
",8,1,5,4,9,0,4,4,0,0,1,5,3,0,1,32,21,10,16.875,63
4561,31,"r","r2",1,"cone",FALSE,"NA","NA","9","NA","na",0,2,4,0,0,"10,12,22","8,11",0,"engage",FALSE,4,"gabri","maneuverable
",5,1,4,2,6,1,3,1,0,0,1,3,2,1,0,16,6,10,27,32
3683,31,"b","b3",1,"cone",TRUE,"NA","NA","10","11","na",0,0,7,0,0,"7,18,16,27","8,17,2",0,"engage",FALSE,3,"minear","Decently fast cycles. Pieces had to be thrown at it from the single substation, which meant they didn't always stick. Didn't travel over the charge station.
",7,2,5,4,9,1,3,3,0,2,0,4,3,1,1,26,11,10,19.286,47
2240,31,"b","b3",3,"cone",TRUE,"NA","NA","9","NA","na",0,0,0,5,0,"12,1,3,13","20",0,"engage",FALSE,3,"Duhe","- double engage- ok speed/efficiency- intake somewhat inconsistent- perhaps tried to intake in auton, but no piece was there so i dont know
",5,1,5,1,6,1,2,2,0,0,1,4,1,1,0,18,9,10,27,37
316,31,"b","b2",2,"cone",FALSE,"NA","NA","3","NA","na",0,2,3,0,0,"4,13","2,14,22",0,"park",FALSE,4,"Pozo","Failed to use their forklift arms to balance on charge station. Auton got stuck on charge station while on carpet so it could not get mobility points and dropped a cube on the way to score. Besides those faults they showed a great ability to score high and mid and had some speed as well. Picked up a lot from ground near SHELF
",5,1,3,3,6,1,2,2,0,0,1,2,3,1,0,18,6,0,27,24
3374,32,"r","r2",2,"cone",FALSE,"NA","NA","4","NA","engage",0,0,0,4,0,"9,7,6,21","NA",0,"fail",FALSE,4,"gabri","dropped a cone once, couldnt cycle over charge station
",4,1,5,0,5,1,0,3,0,0,1,4,0,1,0,17,18,0,33.75,35
9022,32,"r","r3",3,"cube",TRUE,"NA","NA","NA","2","na",0,0,0,3,0,"1,3,22","NA",0,"park",FALSE,3,"harold","everybot, so pretty tippy. the driver is decent, but he does not really handle well the turning around transition between the loading station and the community. he turns around when he gets ther",3,1,3,1,4,1,0,2,0,0,1,3,0,0,1,12,9,0,45,21
319,32,"r","r1",3,"cone",TRUE,"4","4","9","8","na",0,0,6,0,0,"25,3,6,4,15","17",0,"engage",FALSE,5,"Pozo","Insanely fast cycle times going from chute to high score and later mid. They showed that they can go over charge station and their cycle time does not suffer becuase of it, or they can go on cable side to score. Three piece auto on non cable side failed due to them missing their thrid piece 
",6,2,6,2,8,1,2,3,0,0,2,5,1,1,1,23,15,10,22.5,48
2403,32,"b","b3",1,"cube",TRUE,"4","4","NA","2","na",0,2,4,0,0,"24","22,14,23,21",0,"engage",FALSE,4,"minear","It only grabs cubes. The cubes are secure and can't be knocked out. Decently fast cycle times. Does not cycle over the charge station. 
",5,1,1,5,6,4,1,0,0,0,1,1,4,0,1,11,9,10,27,30
8576,32,"r","r1",1,"cube",TRUE,"NA","NA","NA","8","na",0,5,3,0,0,"NA","5,27,26,25,24,23,22",4,"dock",FALSE,3,"Ha","cube shooter allows them to ferry cubes. They take a while at the single substation. They aren't that fast so they can be defended against and their driving is a little jerky at times. 
",7,1,0,8,8,6,0,1,0,0,1,0,7,0,1,17,9,8,19.286,34
6823,32,"b","b3",2,"cube",TRUE,"NA","NA","NA","5","engage",0,0,0,6,0,"1,7,10,13,20","NA",0,"engage",FALSE,3,"Duhe","- triple engage- only saw it intake cubes- grip on cones is ok at shelf, but every time it crashes into something the cone moves down, and the radius around which the intake holds is smaller. thus, the intake gets a weaker grip which causes the cones to rotate. this rotation makes their aim less accurate and causes drops.
",5,1,5,1,6,1,2,2,0,0,1,5,0,0,1,18,21,10,27,49
1683,33,"r","r2",1,"cone",TRUE,"NA","NA","9","27","na",0,0,3,2,0,"4,7,25,24","8",0,"engage",FALSE,4,"gabri","nothing remarkable, decent intake
",5,2,5,2,7,2,0,3,1,0,1,4,1,1,1,19,12,10,27,41
4779,33,"b","b3",1,"cone",TRUE,"4","4","NA","2","na",0,0,1,4,0,"1,3,10,19","11",0,"engage",FALSE,4,"Duhe","- triple engage- good speed/ general efficiency
",5,1,4,2,6,1,2,2,0,0,1,4,1,0,1,18,9,10,27,37
9075,33,"r","r1",3,"cube",TRUE,"NA","NA","NA","20","na",0,1,0,0,0,"NA","26",0,"engage",FALSE,1,"Ha","they took a rest for about minute, came back to life. Driving quality is not great as they are slow. It is difficult to intake. 
",1,1,0,2,2,1,0,0,1,0,0,0,1,0,1,2,6,10,135,18
2974,33,"r","r3",2,"cone",TRUE,"2","2","6","5","dock",0,0,0,7,0,"3,4,10,12,21","2,11",0,"engage",FALSE,4,"harold","pretty fast bot and fast shelf cycler and scorer. it can intake cubes from the shelf. has a pretty sweet auton as well. 
",7,2,6,3,9,1,3,3,0,0,2,5,2,1,1,26,25,10,19.286,61
5895,33,"b","b3",2,"cone",TRUE,"3","3","6","NA","engage",0,2,5,0,0,"7,9,18,16,12","14,8,19",0,"engage",FALSE,3,"minear","Helped to pick up ground cargo. Almost tipped ccoming right out of auton. Did not cycle over the charge station. It received cones the way Tars does. This might (?) be useful
",8,1,6,3,9,1,4,3,0,0,1,5,3,1,0,29,21,10,16.875,60
3937,33,"b","b2",3,"cone",FALSE,"NA","NA","26","NA","na",0,0,7,0,0,"27,4,13","14,5,21,20,25",0,"engage",FALSE,5,"Pozo","Fast chute and score bot. They engage w/ the charge station by flipping onto it from the side. They go over the charge station a lot during cycles and they are still insanely fast and also spent some time scoring by pushing in slightly out of place pieces. Can pick up from ground as well
",8,1,4,5,9,4,2,2,1,0,0,3,5,1,0,24,3,10,16.875,37
9076,34,"b","b2",1,"cone",TRUE,"NA","NA","19","NA","na",0,0,0,0,0,"NA","NA",0,"na",FALSE,1,"Pozo","Cone balanced on top in auton then falls when they drive cable side and they push it in. just played lackluster defense the whole time and w/ around 45 seconds left they stopped moving
",0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,6,0,0,6
1414,34,"b","b3",2,"cone",TRUE,"NA","NA","4","NA","engage",1,1,4,0,0,"9,7,6,18","8,25",0,"engage",FALSE,2,"minear","Struggled to pick up cargo, wether from the ground for from the single substation. Also had a bit of a hard time engaging at the end. Didn't cycle over the charge station.
",6,1,5,2,7,1,1,4,0,0,1,4,2,1,0,25,21,10,22.5,56
5505,34,"r","r2",2,"cone",FALSE,"NA","NA","4","NA","engage",3,3,3,0,0,"3,1,6,13,12","11,14,17",0,"park",FALSE,4,"gabri","fast for the size, props to driver, still very shaky, cyclying over charge
",8,1,6,3,9,0,5,3,0,0,1,5,3,1,0,30,18,0,16.875,48
6865,34,"r","r3",3,"cube",TRUE,"NA","NA","NA","2","na",0,0,5,0,0,"NA","20",3,"park",FALSE,2,"harold","has a really jank arm that is attached to a rubber band. has trouble keeping cubes in the arm. acted as a shuttle bot, but did not do very well in that due to the intake. 
",1,1,0,2,2,1,0,0,0,0,1,0,1,0,1,2,9,0,135,11
25,34,"r","r1",1,"cone",TRUE,"NA","NA","NA","8","na",0,1,0,5,0,"9,7,25,15","5",0,"dock",FALSE,2,"Ha","They do not intake in the optimal position for the cone, resulting in a piece either not scoring or falling off. They are not very fast. They prefered the wire side in this match. 
",5,1,4,2,6,1,1,3,0,0,1,4,1,0,1,20,9,8,27,37
6672,35,"r","r3",3,"cone",TRUE,"1,2","1,2","10,12","11","na",1,0,6,0,0,"1,4,3,6,13","2,14,19,20",0,"engage",FALSE,5,"harold","goat
",9,3,7,5,12,2,2,5,0,3,0,5,4,2,1,35,15,10,15,60
6420,35,"b","b3",1,"cone",TRUE,"NA","NA","19","NA","na",0,0,0,6,0,"7,18,16,15","26,17",0,"engage",FALSE,3,"minear","Struggled to score its cargo at points. Didn't cycle over the charge station. Only used the double substation.
",6,1,5,2,7,1,4,1,1,0,0,4,2,1,0,19,6,10,22.5,35
604,35,"r","r2",1,"cube",TRUE,"NA","NA","9","NA","na",0,3,4,0,0,"7,18,16,15,13","8,17",0,"engage",FALSE,4,"gabri","efficient scorer, traffic jammed
",7,1,6,2,8,0,5,2,0,0,1,5,2,1,0,25,9,10,19.286,44
6090,35,"b","b3",3,"cone",TRUE,"1","1","9","8","na",0,0,0,6,0,"1,3,10,12,20","11",0,"engage",FALSE,4,"Duhe","- triple engage- solid speed, very smooth evasion of other robots- consistent/efficient in placing pieces
",6,2,6,2,8,1,3,2,0,0,2,5,1,1,1,21,15,10,22.5,46
9008,35,"r","r1",2,"cube",FALSE,"NA","NA","NA","5","engage",0,0,1,0,0,"NA","NA",1,"engage",FALSE,1,"Ha","drew penalties. Once they realized they couldn't intake they switched to defense and ferried one piece. They are designed to intake from shelf. 
",0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,18,10,0,28
135,35,"b","b2",2,"cube",FALSE,"NA","NA","NA","5","engage",0,5,2,0,0,"4,7,6","2,27,21",0,"engage",FALSE,4,"Pozo","Pretty effective in the neutral zone and preferred going over the charge station to score. Struggled at first against defense but managed to figure it out and continue teh quick scoring after picking up from the ground.
",6,1,3,4,7,2,0,4,0,0,1,3,3,0,1,24,18,10,22.5,52
2635,36,"r","r2",1,"cone",TRUE,"NA","NA","9","NA","na",0,1,0,0,0,"NA","8",0,"dock",FALSE,4,"gabri","fine until it stalled out midgame on the charge station
",1,1,1,1,2,0,0,1,0,0,1,0,1,1,0,5,9,8,135,22
4039,36,"b","b3",3,"cube",TRUE,"1","1","NA","8,17","na",0,1,7,0,0,"6,9,4,18,7,15,16,13","NA",0,"na",FALSE,3,"minear","Cycled pieces until the end without attempting to dock/engage. Used the single substation. Didn't cycle over the charge station. 
",8,2,8,2,10,0,4,4,0,1,1,8,0,0,2,32,13,0,16.875,45
360,36,"r","r3",2,"cone",FALSE,"NA","NA","NA","NA","na",0,0,0,0,0,"25","NA",0,"park",FALSE,1,"harold","robot was clearly having technical issues. they spent most of the match lining up the turret with the cone node, trying to score high. missed, then scored low. I saw them jiggle their controller stick to no avail, so it must have browned out.
",1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,135,2
597,36,"b","b2",2,"cube",FALSE,"NA","NA","NA","5","engage",0,4,2,0,0,"NA","19,21,22,23,24,25",0,"engage",FALSE,3,"Pozo","Really fast ground intake but their high shooter must not have been working since they only aimed for mid once and had to settle for nothing but low scores. Went to ground in loading station a couple times but they thrive in neutral zone 
",6,1,0,7,7,6,0,0,0,0,1,0,6,0,1,12,18,10,22.5,40
5913,36,"r","r1",3,"cone",TRUE,"NA","NA","1","NA","na",0,1,4,0,0,"3,4,7","8,26",0,"engage",FALSE,3,"Ha","they move decently. They got defended heavily multiple times. 
",5,1,4,2,6,1,0,4,0,0,1,3,2,1,0,22,9,10,27,41
4175,36,"b","b3",1,"cone",FALSE,"NA","NA","1","NA","na",0,1,1,0,0,"NA","19,2",0,"engage",FALSE,1,"Duhe","- double engage- engaged quickly slightly before endgame started, seemed to have wasted time- would drive around a lot, not really doing anything
",2,1,1,2,3,1,0,1,0,0,1,0,2,1,0,7,6,10,67.5,23
9125,37,"r","r2",1,"cube",TRUE,"NA","NA","NA","8","na",0,0,3,1,0,"4,7,6,13","NA",0,"engage",FALSE,3,"gabri","clunky and gigantic
",4,1,4,1,5,0,1,3,0,0,1,4,0,0,1,18,9,10,33.75,37
1599,37,"r","r1",2,"cube",TRUE,"NA","NA","NA","5","engage",0,0,4,1,0,"9,7,16","17",0,"engage",FALSE,2,"Ha","Piece Security seems very fickle. Driver has a hard time lining up to the substations. 
",4,1,3,2,5,0,2,2,0,0,1,3,1,0,1,16,21,10,33.75,47
9007,37,"b","b3",3,"cone",TRUE,"NA","NA","27","NA","na",0,2,5,0,0,"NA","19,25,22,17",0,"engage",FALSE,3,"minear","Held the charge station docked to alllow its teammate to board with it more easily and engage. However, after its ally arrived, it struggled to actually go up and engage, though it did succeed. Didn't cycle over the charge station. Average cycle times.
",4,1,1,4,5,3,1,0,1,0,0,0,4,1,0,9,6,10,33.75,25
1506,37,"b","b3",2,"cone",TRUE,"3","3","4","NA","na",0,2,6,0,0,"1,3,6,12,15","2,5,11",0,"engage",FALSE,5,"Duhe","- double engage- fast, good evasion of other robots- efficient and consistent placing- cycles over charge station well
",8,1,6,3,9,0,3,5,0,0,1,5,3,1,0,34,9,10,16.875,53
5152,37,"r","r3",3,"cone",TRUE,"1","1","19","2","na",0,4,1,1,0,"4,1,6,13","5,11",0,"engage",FALSE,4,"harold","did both shelf and floor cycling, but mostly floor. auton was supposed to score high but scored low. has interesting arm that must have clamps that rotate freely, for the cones when being held correct themselves to being held vertically.
",6,2,5,3,8,0,2,4,1,0,1,4,2,1,1,26,12,10,22.5,48
5411,37,"b","b2",1,"cone",FALSE,"NA","NA","19","NA","na",0,0,0,5,0,"18,7,9,10","8",0,"park",FALSE,3,"Pozo","Had a lot of trouble aiming stopping what could have been an insane amount of pieces grabbed and scored. I do not like their arm and wrist as during auton it got stuck on one of the mid nodes after missing its preloaded cone. Hits the shelf hard and very fast 
",5,1,5,1,6,0,2,3,1,0,0,4,1,1,0,21,3,0,27,24
4020,38,"r","r2",2,"cone",TRUE,"NA","NA","4","NA","engage",0,1,3,1,0,"6,1,3,9,7","NA",0,"engage",FALSE,4,"gabri","easily passed defense
",5,1,6,0,6,0,0,5,0,0,1,5,0,1,0,25,21,10,27,56
3679,38,"r","r1",1,"cube",TRUE,"NA","NA","NA","8","na",0,1,3,0,1,"NA","5,26,11,2",0,"engage",FALSE,3,"Ha","intake requires a lot of precision. They moved well, but they were not defended during this match. 
",4,1,0,5,5,1,1,2,0,0,1,0,4,0,1,18,9,10,33.75,37
2656,38,"r","r3",3,"cube",TRUE,"1","1","NA","19","na",0,1,3,0,0,"NA","20,21,22,24,23",0,"engage",FALSE,3,"harold","only scored low, but did it rather effectively. one cube slipped out of the intake at one instance. the auton missed its last cube. 
",5,1,0,6,6,5,0,0,1,0,0,0,5,0,1,10,6,10,27,26
4693,38,"b","b3",3,"cube",FALSE,"NA","NA","NA","8","na",0,1,0,4,0,"9,7,6","NA",0,"engage",FALSE,2,"minear","Struggled at times to grab and to score cargo. Seemed lost at points. It did cycle over the charge station once. It slightly tipped scoring its preload during auton, thought it did right itself during teleop. 
",3,1,3,1,4,0,0,3,0,0,1,3,0,0,1,15,6,10,45,31
1983,38,"b","b2",2,"cube",TRUE,"NA","NA","NA","5","engage",0,1,1,1,0,"27,6,25","26",0,"engage",FALSE,2,"Pozo","Would not be surprised to see this robot do better in the future but they had a radio hanging off them this match and they seemed to be missing intakes left and right just wasting time in the loading station. They have potential to be a low scoring threat but they need to fix those driver issues 
",4,1,3,2,5,3,0,1,0,0,1,3,1,0,1,11,21,10,33.75,42
910,38,"b","b3",1,"cone",TRUE,"NA","NA","1","NA","na",1,1,0,3,0,"21,4","2",0,"na",FALSE,1,"Duhe","- early teleop had some hasty placements resulting in misses, later were slow places but more accurate- feels like driver is learning- when lining up at the shelf to intake a cone, often runs into the wall off to the side, and has to back up a lot, realign, and go all the way back across the whole loading station. this basically wasted all of the end of teleop
",3,1,3,1,4,1,0,2,0,0,1,2,1,1,0,12,9,0,45,21
5653,39,"r","r1",1,"cube",TRUE,"4,3","4,3","NA","17","na",0,1,9,0,1,"NA","NA",12,"engage",FALSE,3,"Ha","ferried a lot of cubes. They move well, but they are not defended. Alliance did not capitalize off of their efforts
",0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,3,7,10,0,20
316,39,"r","r2",1,"cone",FALSE,"NA","NA","4","NA","fail",0,2,2,0,0,"9,7,6,20","5,14",0,"engage",FALSE,3,"gabri","moved efficiently but wasnt defended against
",6,1,5,2,7,1,1,4,0,0,1,4,2,1,0,25,6,10,22.5,41
587,39,"b","b3",1,"cone",TRUE,"NA","NA","1","NA","na",0,1,4,2,0,"9,7,18","8,2,17,5",0,"engage",FALSE,3,"minear","Very quick engagement. Didn't cycle over the charge station. Like to grab from the ground or from the double substation. 
",7,1,4,4,8,0,2,5,0,0,1,3,4,1,0,31,9,10,19.286,50
2489,39,"b","b2",3,"cube",TRUE,"NA","NA","NA","27","na",0,2,4,0,0,"NA","26,25,22,23,21",0,"engage",FALSE,3,"Pozo","Bumpy drivetrain and a shooter that shoots completely vertically. They back up and then push it in low they also found a strategy to push their piece that they want against the wall to get it deep enough so that they can grab the piece, still dont like it 
",5,1,0,6,6,5,0,0,1,0,0,0,5,0,1,10,6,10,27,26
2638,39,"r","r3",3,"cube",FALSE,"NA","NA","NA","11","na",0,0,0,5,0,"3,6","5,2",0,"engage",FALSE,4,"harold","cannot intake from the ground, only the shelf. this does not pair well with the fact that the intake dropped cargo twice that could have been the difference between winning and losing. otherwise, it is a pretty quick bot with a very good driver.
",4,1,2,3,5,0,0,4,0,1,0,2,2,0,1,20,4,10,33.75,34
3655,39,"b","b3",2,"cube",FALSE,"NA","NA","NA","NA","engage",0,0,4,0,0,"1,4,6","NA",0,"engage",FALSE,2,"Duhe","- smooth triple engage- good speed, but unreliable extake/intake, so was very inefficient- at start of match, cube got stuck in intake (perhaps more inflated than they thought?), so had to waste a lot of time using a cone node as a wedge to get it off- sometimes had to extend arm and aim again, as extake did not work and the driver did not notice
",3,0,3,0,3,0,0,3,0,0,0,3,0,0,0,15,12,10,45,37
3374,40,"b","b3",2,"cone",TRUE,"NA","NA","4","NA","engage",0,0,0,4,0,"16,18","8,17,14",0,"engage",FALSE,3,"minear","Prefered the double substation. Didn't cycle over the charge station. Average cycle time
",5,1,3,3,6,0,4,1,0,0,1,2,3,1,0,17,21,10,27,48
1218,40,"r","r3",1,"cone",TRUE,"NA","NA","9","NA","na",0,2,0,3,0,"4,3,6","8,2",0,"engage",FALSE,3,"harold","it is a pretty top-heavy robot. it crossed the white line during auton. other than that, it scores pretty consistently. 
",5,1,4,2,6,0,0,5,0,0,1,3,2,1,0,25,9,10,27,44
3683,40,"r","r1",3,"cone",TRUE,"NA","NA","10","NA","na",0,1,1,0,0,"3","17",0,"na",FALSE,2,"Ha","the robot crossed the line in a auton failure. Their drivetrain began to fail and they could only move very slowly afterward. 
",2,1,2,1,3,0,1,1,0,1,0,1,1,1,0,8,7,0,67.5,15
5618,40,"r","r2",2,"cube",FALSE,"NA","NA","NA","5","na",0,1,1,0,0,"26,7","NA",0,"engage",FALSE,2,"gabri","just stood in the center for almost a minute, drive rrain failure possibly
",2,1,2,1,3,1,0,1,0,0,1,2,0,0,1,7,6,10,67.5,23
3620,40,"b","b2",3,"cone",TRUE,"NA","NA","9","NA","na",0,1,2,0,0,"6,7","5",0,"engage",FALSE,4,"Pozo","auton failed cuz red bot crossed midfield and hit them. Teammates kept getting in their way and one of them broke their intake. They started playing some pretty good defense afterwards and made an impact even after their speedy cycles got cut off. Again like breakaway and big bad bob they go for the chute and high score but they get on charge station normally
",3,1,3,1,4,0,0,3,0,0,1,2,1,1,0,15,9,10,45,34
2399,40,"b","b3",1,"cone",TRUE,"4","4","1","2","na",0,1,0,5,0,"3,10,12,16,13","11",0,"na",FALSE,3,"Duhe","- organized placer, 2 independent links and then completed 2 other links in endgame while other robots engaged- shaky evasion of other robots at start (several crashes), got better throughout match
",6,2,6,2,8,0,5,1,0,0,2,5,1,1,1,20,15,0,22.5,35
7018,41,"r","r3",3,"cube",TRUE,"NA","NA","NA","2","na",0,0,1,0,0,"NA","5",0,"engage",FALSE,1,"Miele","Sat at shute the whole game trying to get a cube but failed many times. Driver doesn't know how to control robot's direction even on a tank drive. Horribly slow and innacurate
",1,1,0,2,2,0,0,1,0,0,1,0,1,0,1,5,9,10,135,24
5409,41,"r","r3",2,"cone",TRUE,"NA","NA","NA","NA","engage",0,3,0,3,0,"7,4,6,15,16","14",0,"engage",FALSE,4,"santiago","efficient driver. auton was rough. cycles were really fast
",6,0,5,1,6,0,3,3,0,0,0,5,1,0,0,24,15,10,22.5,49
176,41,"b","b1",1,"cone",TRUE,"1","1","9","25","na",2,1,1,5,0,"4,18,6","8,17,26,24,23,22",0,"engage",FALSE,3,"novinski","fast and consistent but driver bumps into other bots frequently, bot has good control of the arm, got a decent double balance, dropped a piece in auton
",9,2,4,7,11,4,2,3,1,0,1,3,6,1,1,29,12,10,15,51
3668,41,"b","b2",2,"cone",TRUE,"3","3","4","NA","engage",0,0,6,0,0,"6,13,15","5,14,24",0,"engage",FALSE,4,"Kim","Picks up cubes from the ground and cones from the single substation. Places pieces well and traverses the field quickly. Can go over charge station.
",6,1,4,3,7,1,3,2,0,0,1,3,3,1,0,21,21,10,22.5,52
9022,41,"r","r2",1,"cube",TRUE,"NA","NA","NA","8","na",0,0,0,4,0,"1,3,12,10","NA",0,"engage",FALSE,3,"kari","goes for only cones in teleop, really big robot, fills out whatever is available.
",4,1,4,1,5,0,2,2,0,0,1,4,0,0,1,16,9,10,33.75,35
